"Date","S&P500","Materials","HealthCare","ConsumerStaples","ConsumerDiscretionary","Energy","Financials","Industrials","Technology","Utilities","RealState","CommunicationServices","MexicanStocksIndex","USDMXN"
2020-01-28,326.890015,59.110001,102.18,63.470001,125.279999,55.299999,30.27,82.5,96.93,68.470001,39.919998,55.450001,44717.941406,18.78
2020-01-29,326.619995,59.299999,101.900002,63.150002,125.209999,54.720001,30.219999,82.940002,97.18,68.650002,39.709999,55.360001,45132.601563,18.6762
2020-01-30,327.679993,58.93,101.160004,63.900002,125,55.16,30.6,83.029999,98.019997,69.290001,39.799999,54.799999,44862.761719,18.799
2020-01-31,321.730011,57.630001,99.139999,63.18,125.32,53.439999,29.959999,81.110001,95.330002,68.980003,39.23,53.91,44108.308594,18.89
2020-02-03,324.119995,58.84,100.040001,63.18,126.209999,52.740002,30.17,81.080002,96.589996,69.199997,39.27,54.549999,NA,18.79
2020-02-04,329.059998,59.880001,101.800003,63.560001,128.509995,52.93,30.459999,82.610001,99.120003,68.510002,39.779999,55.119999,45047.070313,18.676
2020-02-05,332.859985,60.990002,103.760002,64.07,129.160004,54.919998,31.07,83.989998,99.699997,68.790001,39.75,55.209999,44782.859375,18.62
2020-02-06,333.980011,60.959999,103.849998,64.18,128.869995,54.360001,31.030001,84.260002,100.610001,68.809998,39.919998,55.900002,44493.148438,18.67
2020-02-07,332.200012,60.09,103.040001,64.260002,128.309998,53.98,30.92,83.650002,99.690002,68.589996,39.939999,55.860001,44399.328125,18.755
2020-02-10,334.679993,60.060001,103.589996,64.529999,129.759995,53.709999,31.01,84.120003,101.040001,68.849998,40.400002,56.189999,44290.53125,18.767
2020-02-11,335.26001,60.389999,104.209999,64.290001,130.779999,54.310001,31.120001,84.440002,100.699997,69.099998,40.889999,56.130001,45027.410156,18.694
2020-02-12,337.420013,60.720001,104.339996,64.260002,132.119995,55.040001,31.139999,85.230003,101.790001,69.150002,41.150002,56.860001,45338.371094,18.627
2020-02-13,337.059998,60.5,103.849998,64.639999,131.889999,54.869999,31.129999,84.75,101.519997,69.919998,41.400002,56.869999,45005.121094,18.642
2020-02-14,337.600006,60.509998,103.93,64.790001,131.690002,54.580002,31.17,84.639999,101.959999,70.389999,41.880001,56.939999,44999.679688,18.57
2020-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45016.960938,NA
2020-02-18,336.730011,60.360001,103.559998,64.559998,131.679993,54.130001,30.9,84.160004,101.580002,70.980003,41.84,57.32,44974.109375,18.589
2020-02-19,338.339996,60.52,104.040001,64.489998,132.270004,54.849998,31.129999,84.129997,102.790001,70.209999,41.25,57.580002,44901.5,18.588
2020-02-20,336.950012,60.619999,103.370003,64.540001,132.320007,54.790001,31.07,84.010002,101.720001,70.459999,41.709999,56.990002,44774.539063,18.82
2020-02-21,333.480011,60.34,103.43,64.650002,130.300003,54.139999,30.77,83.589996,99.440002,70.330002,41.93,56.119999,44802.539063,18.813
2020-02-24,322.420013,58.639999,100.169998,63.16,125.82,51.639999,29.77,81.209999,95.330002,69.510002,41.369999,54.240002,43818.070313,19.089
2020-02-25,312.649994,56.110001,97.129997,62.02,122.459999,49.360001,28.76,77.900002,92.279999,68.050003,40.330002,52.790001,43045.679688,19.054
2020-02-26,311.5,55.919998,97.120003,61.669998,121.489998,47.869999,28.549999,77.309998,92.699997,67.360001,39.98,52.689999,42737.28125,19.163
2020-02-27,297.51001,53.299999,93.82,59.16,116.580002,45.310001,27.33,74.440002,87.699997,64.330002,37.720001,50.610001,41607.421875,19.347
2020-02-28,296.26001,52.720001,92.610001,57.990002,115.830002,45.27,26.59,73.080002,88.370003,62.18,36.790001,50.759998,41324.308594,19.73
2020-03-02,309.089996,54.98,96.949997,61.09,119.809998,47.099998,27.950001,75.650002,93.480003,65.839996,38.619999,52.52,42167.238281,19.583
2020-03-03,300.23999,54.5,94.540001,60.259998,116.910004,45.66,26.9,73.800003,89.93,65.029999,38.59,50.790001,42472.25,19.33
2020-03-04,312.859985,56.759998,99.989998,63.220001,120.949997,46.740002,27.790001,76.849998,93.790001,68.720001,40.09,52.619999,43404.761719,19.533
2020-03-05,302.459991,54.959999,97.669998,62.029999,116.440002,45.029999,26.450001,73.089996,90.830002,67.660004,39.169998,50.700001,42344.859375,19.825
2020-03-06,297.459991,53.529999,97.150002,61.540001,114.650002,42.5,25.549999,72.449997,88.910004,67.110001,38.5,49.82,41388.78125,20.171
2020-03-09,274.230011,48.52,92.099998,58.860001,107.43,33.939999,22.809999,65.769997,82.160004,63.459999,35.779999,46.5,38730.558594,20.926
2020-03-10,288.420013,50.490002,95.260002,60.549999,113.370003,35.549999,24.15,69.18,87.639999,64.050003,37.52,48.869999,39565.441406,21.051
2020-03-11,274.359985,48.09,91.620003,57.580002,107.169998,33.669998,22.84,65.120003,83.5,60.830002,35.509998,46.77,38678.550781,21.205
2020-03-12,248.110001,43.459999,84.779999,52.169998,96.339996,29.469999,20.370001,58.380001,75.349998,54.689999,32.459999,42.380001,36636.699219,22.326
2020-03-13,269.320007,46.509998,90.660004,56.610001,102.300003,32.189999,23.049999,62.939999,84.190002,57.669998,35.310001,46.189999,38085.050781,21.885
2020-03-16,239.850006,41.389999,81.720001,52.77,89.339996,27.809999,19.889999,55.799999,72.559998,51.119999,29.66,40.98,NA,22.613
2020-03-17,252.800003,43.950001,86.849998,57.220001,92.779999,28,20.969999,58.369999,77.5,57.66,31.459999,42.759998,36862.839844,23.14
2020-03-18,240,41.139999,83.970001,55.75,87.449997,23.98,19.190001,54.07,74.580002,55.150002,29.25,41.34,35532.738281,23.72
2020-03-19,240.509995,42.189999,82.25,53.889999,90.5,25.610001,19.610001,54.110001,74.849998,51.939999,28.790001,42.080002,35143.628906,24.087
2020-03-20,228.800003,40.68,79.089996,50.400002,87.809998,25.860001,18.91,51.400002,71.419998,47.82,27.16,40.220001,34269.511719,24.026
2020-03-23,222.949997,38.349998,74.620003,48.630001,87.529999,23.57,17.66,48.77,70.400002,44.93,25.459999,40.32,32964.21875,25.127
2020-03-24,243.149994,42.860001,80.370003,51.110001,95.739998,27.35,19.85,54.939999,77.610001,49.759998,27.68,42.799999,34371.53125,25.132
2020-03-25,246.789993,43.860001,81.440002,50.970001,97.419998,28.639999,20.389999,57.830002,77.510002,51.029999,28.91,42.139999,35536.699219,24.395
2020-03-26,261.200012,45.919998,86.849998,53.759998,101.449997,30.389999,21.67,61.48,82.309998,55.380001,31.129999,44.540001,35706.570313,23.13
2020-03-27,253.419998,44.259998,84.989998,53.509998,98.050003,28.33,21.01,58.889999,78.589996,55.68,31.209999,42.759998,33799.488281,23.41
2020-03-30,261.649994,45.669998,88.970001,55.599998,100.099998,28.620001,21.41,59.75,81.900002,57.740002,32.02,44.32,34199.96875,24.265
2020-03-31,257.75,45.040001,88.580002,54.470001,98.080002,29.059999,20.82,59.009998,80.370003,55.41,31,44.240002,34554.53125,23.448
2020-04-01,246.149994,43.009998,85.209999,53.549999,93.699997,27.620001,19.549999,56.349998,76.540001,52.080002,29.120001,42.48,33691.878906,24.453
2020-04-02,251.830002,43.66,87.57,54.919998,94.050003,30.15,20.040001,57.099998,78.330002,53.709999,29.549999,43.02,33590.621094,24.034
2020-04-03,248.190002,42.610001,86.779999,55.349998,92.410004,29.83,19.639999,56.34,77.120003,51.790001,29.299999,42.150002,33075.410156,24.69
2020-04-06,264.859985,45.779999,91.330002,57.41,100.099998,31.41,21.049999,60.240002,83.699997,55.790001,31.42,44.93,34381.558594,24.628
2020-04-07,265.130005,47,90.580002,56.75,101.589996,32.080002,21.26,60.099998,82.949997,55.09,31.43,45.259998,34526.308594,24.035
2020-04-08,274.029999,49.299999,94.309998,57.59,104.790001,34.220001,22.190001,62.279999,85.18,58.09,33.790001,46.23,34567.78125,24.039
2020-04-09,278.200012,51.419998,94.830002,58.130001,106.68,33.91,23.379999,63.220001,85.199997,60.830002,35.529999,46.57,NA,23.625
2020-04-13,275.660004,50.290001,94,57.700001,106.650002,33.799999,22.530001,61.369999,85.389999,58.900002,33.900002,46.639999,34613.671875,23.723
2020-04-14,283.790009,50.939999,97.120003,60.150002,110.82,33.639999,22.629999,62.540001,88.970001,60.630001,35.029999,48.02,34746.390625,23.599
2020-04-15,277.76001,48.599998,96.620003,59.200001,108.389999,32.060001,21.65,60.810001,87.029999,58.630001,33.68,47.57,33855.238281,24.064
2020-04-16,279.100006,48.32,98.730003,59.59,109.690002,30.690001,21.27,60.27,88.089996,58.639999,33.459999,47.759998,33759.75,24.124
2020-04-17,286.640015,50.259998,100.779999,60.5,112.93,33.950001,22.389999,63.099998,89.260002,60.529999,34.540001,48.41,34743.101563,23.831
2020-04-20,281.589996,49.02,99.980003,59.310001,110.959999,32.889999,22,61.419998,87.830002,58.240002,33.259998,47.970001,34477.058594,24.037
2020-04-21,273.040009,47.810001,96.940002,58.049999,108.080002,32.310001,21.290001,59.970001,84.150002,57.279999,32.77,46.459999,33892.28125,24.433
2020-04-22,279.100006,48.75,98.419998,58.610001,110.410004,33.459999,21.52,60.599998,87.389999,58.950001,33.34,47.709999,34223.851563,24.585
2020-04-23,279.079987,49.09,98.959999,58.09,110.379997,34.540001,21.43,61.080002,86.790001,57.959999,32.959999,48.049999,34240.601563,24.682
2020-04-24,282.970001,49.860001,100.290001,58.709999,112.25,34.619999,21.74,61.57,88.629997,58.32,33.080002,48.66,34586.820313,24.8225
2020-04-27,287.049988,51.189999,101.580002,58.880001,114.349998,35.369999,22.48,63.099998,89.389999,58.93,34.040001,49.060001,34968.089844,24.832
2020-04-28,285.730011,52.139999,99.529999,59.209999,114.800003,36.18,22.719999,64.279999,88.199997,59.150002,34.07,48.169998,35830.808594,24.394
2020-04-29,293.209991,53.470001,100.190002,58.959999,117.330002,38.860001,23.379999,65.510002,91.82,58.610001,34.16,50.5,36870.089844,23.927
2020-04-30,290.480011,51.880001,99.730003,58.259998,116.599998,38,22.790001,64.209999,91.410004,57.259998,33.919998,50.279999,36470.109375,23.979
2020-05-01,282.790009,50.790001,97.830002,57.619999,112.239998,35.849998,22.059999,62.27,88.900002,55.880001,32.880001,49.580002,NA,24.8066
2020-05-04,283.570007,50.970001,97.779999,57.59,112.849998,37.09,21.860001,61.48,90.080002,56.299999,32.860001,49.869999,36370.429688,24.3853
2020-05-05,286.190002,51.099998,99.900002,57.639999,113.260002,37.119999,21.790001,61.720001,91.32,56.759998,33.07,50.130001,36616.058594,23.7938
2020-05-06,284.25,50.220001,98.910004,57.009998,113.239998,36.150002,21.32,60.869999,92.029999,54.830002,32.459999,49.990002,36986.199219,24.295
2020-05-07,287.679993,51.25,98.900002,56.849998,115.019997,37.09,21.82,61.580002,93.410004,55.049999,32.75,50.93,36792.410156,23.961
2020-05-08,292.440002,52.48,99.410004,58.119999,117.260002,38.779999,22.290001,63.110001,94.779999,56.16,33.349998,51.860001,37623.679688,23.619
2020-05-11,292.5,51.68,101.120003,58.040001,117,38.099998,21.860001,62.32,95.410004,55.919998,32.950001,51.889999,37631.890625,23.913
2020-05-12,286.670013,50.889999,99.580002,57.549999,114.440002,37.43,21.290001,60.57,93.440002,55.43,31.549999,50.880001,37462.890625,24.037
2020-05-13,281.600006,49.82,98.5,57.029999,112.470001,35.73,20.66,59.049999,91.830002,54.959999,31.049999,50.009998,36394.589844,24.311
2020-05-14,284.970001,50.43,99.580002,56.889999,114.150002,36.130001,21.190001,59.669998,93,55.549999,31.09,50.549999,36094.140625,24.172
2020-05-15,286.279999,50.869999,100.419998,57.389999,115.480003,35.990002,21.049999,59.459999,93.470001,54.810001,30.98,51.25,35691.390625,24.0493
2020-05-18,295,53.189999,101.25,58.299999,119.849998,38.93,22.129999,63.380001,95.760002,57.060001,32.490002,52.330002,37112.460938,23.59
2020-05-19,291.970001,52.68,100.029999,57.23,119.419998,37.84,21.59,62.57,95.410004,56.119999,31.860001,52.32,35862.039063,23.614
2020-05-20,296.929993,53.52,100.150002,57.91,120.980003,39.349998,22.07,63.740002,97.5,56.43,32.16,53.77,36026.980469,23.215
2020-05-21,294.880005,53.009998,99.410004,57.27,121.410004,38.720001,22,63.889999,96.139999,55.860001,32,53.389999,35560.761719,22.924
2020-05-22,295.440002,52.93,99.620003,57.470001,121.230003,38.48,21.92,63.84,96.489998,56.48,32.700001,53.709999,35784.421875,22.738
2020-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35832.769531,NA
2020-05-26,299.079987,54.380001,99.440002,57.779999,123.150002,39.549999,23.059999,66.519997,96.389999,56.849998,33.740002,53.860001,36206.859375,22.336
2020-05-27,303.529999,54.93,100.470001,58.650002,125.260002,40.060001,24.059999,68.739998,96.940002,57.529999,34.459999,54.240002,36889.960938,22.358
2020-05-28,302.970001,55.439999,101.779999,59.169998,123.739998,38.939999,23.68,68.089996,96.75,59.23,34.849998,53.73,36508.140625,22.191
2020-05-29,304.320007,55.450001,103.010002,59.23,124.190002,38.759998,23.41,67.669998,97.970001,59.689999,34.650002,54.02,36122.730469,22.17
2020-06-01,305.549988,55.830002,101.989998,59.639999,125.370003,39.439999,23.68,67.82,97.940002,60.400002,35.34,54.639999,36980.851563,21.991
2020-06-02,308.079987,56.84,102.580002,59.799999,126.440002,40.540001,23.870001,68.699997,98.860001,60.790001,35.57,54.860001,37460.441406,21.722
2020-06-03,312.179993,58.130001,102.379997,59.880001,128.830002,41.73,24.76,71.379997,99.629997,61.52,36.419998,55.029999,38290.769531,21.635
2020-06-04,311.359985,58.34,101.57,59.59,128.179993,41.740002,25.299999,72.139999,98.809998,60.419998,35.740002,54.619999,37872.890625,21.851
2020-06-05,319.339996,59.830002,103.209999,60.419998,131.25,44.84,26.24,74.790001,101.410004,61.189999,37.049999,55.509998,38948.078125,21.545
2020-06-08,323.200012,59.91,103.919998,61.07,133.25,46.860001,26.74,76.290001,101.919998,62.830002,37.860001,56.549999,39954.011719,21.638
2020-06-09,320.790009,59.18,102.839996,60.57,132.210007,45.099998,26.17,74.389999,102.400002,61.57,37.419998,56.41,39185.660156,21.728
2020-06-10,319,58.509998,102.68,60.400002,130.970001,42.880001,25.190001,72.610001,104.110001,61.209999,36.720001,56.240002,38266.191406,21.941
2020-06-11,300.609985,53.990002,96.970001,58.110001,124.110001,38.84,23.129999,67.510002,98.139999,58.82,34.450001,53.650002,36827.359375,22.521
2020-06-12,304.209991,55.040001,97.599998,58.119999,125.339996,39.82,23.83,68.82,99.410004,58.669998,35.540001,54.119999,37679.238281,22.298
2020-06-15,307.049988,55.619999,97.82,58.790001,126.529999,39.939999,24.16,69.5,100.370003,59.07,35.990002,54.990002,37416.738281,22.521
2020-06-16,312.959991,56.779999,100.230003,59.709999,129.190002,41.09,24.540001,70.860001,102.510002,59.34,36.59,55.439999,37894.050781,22.175
2020-06-17,311.660004,56.310001,100.129997,59.619999,128.850006,39.689999,24.17,70.349998,102.489998,59.16,36.16,55.509998,37897.238281,22.368
2020-06-18,311.779999,56.349998,99.790001,59.93,128.380005,40.18,24.139999,70.089996,102.949997,59.150002,35.709999,55.689999,37632.890625,22.669
2020-06-19,308.640015,56.18,100.75,59.619999,127.379997,39.57,23.98,69.230003,102.239998,57.490002,35.349998,55.540001,38404.628906,22.61
2020-06-22,310.619995,56.080002,99.940002,58.990002,128.389999,39.25,23.709999,69.040001,103.879997,57.57,34.98,55.549999,38123.558594,22.457
2020-06-23,312.049988,56.209999,100.370003,58.900002,129.399994,39.290001,23.82,69.050003,104.629997,56.990002,34.849998,55.91,38217.679688,22.389
2020-06-24,304.089996,54.57,97.75,57.91,126.550003,37.110001,22.98,66.650002,102.269997,56.470001,33.959999,54.650002,37908.378906,22.7116
2020-06-25,307.350006,55.25,98.709999,58.32,126.720001,37.82,23.59,67.389999,103.580002,55.77,34.32,54.889999,37734.519531,22.83
2020-06-26,300.049988,54.490002,97.510002,57.130001,123.75,36.509998,22.58,66.139999,101.540001,55.18,33.73,52.470001,37431.949219,22.946
2020-06-29,304.459991,55.549999,98.389999,58.209999,126.099998,37,22.83,68.309998,102.650002,56.220001,34.310001,53.439999,37769.191406,23.123
2020-06-30,308.359985,56.349998,100.07,58.639999,127.709999,37.849998,23.139999,68.699997,104.489998,56.43,34.810001,54.040001,37716.429688,23.0821
2020-07-01,310.519989,56.470001,100.839996,58.689999,129,36.93,22.940001,68.389999,104.660004,57.75,35.759998,55.380001,37619.769531,22.823
2020-07-02,312.230011,57.529999,101.599998,58.990002,129.509995,37.34,22.969999,68.980003,105.269997,57.900002,35.639999,55.200001,37894.078125,22.52
2020-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37950,NA
2020-07-06,317.049988,58.349998,102.629997,59.279999,132.580002,37.450001,23.41,69.970001,107.110001,57.189999,35.68,56.310001,37884.761719,22.275
2020-07-07,313.779999,58.369999,101.739998,59.82,130.5,36.259998,22.93,68.629997,105.989998,56.959999,35.099998,56.150002,37837.390625,22.636
2020-07-08,316.179993,57.540001,101.75,59.669998,131.889999,36.23,23.17,68.629997,107.720001,57.470001,35.080002,56.650002,37483.878906,22.855
2020-07-09,314.380005,57,100.949997,59.200001,131.740005,34.439999,22.68,67.139999,108.110001,56.700001,34.959999,56.720001,36795.949219,22.702
2020-07-10,317.589996,57.990002,100.709999,60.290001,133.309998,35.540001,23.459999,68.010002,108.080002,57.77,35,57.700001,36465.460938,22.507
2020-07-13,314.839996,57.990002,101.279999,60.200001,131.619995,35.349998,23.559999,68.290001,105.839996,57.830002,34.450001,56.540001,36389.390625,22.432
2020-07-14,318.920013,59.450001,103.290001,61.080002,132.929993,36.59,23.68,69.769997,107.059998,58.369999,34.790001,57.099998,36190.910156,22.592
2020-07-15,321.850006,60.450001,104.629997,61.130001,134.830002,37.380001,24.15,71.550003,107.639999,58.139999,34.950001,57.439999,36590.261719,22.371
2020-07-16,320.790009,60.650002,104.459999,61.259998,134.470001,37.209999,24.15,71.57,106.309998,58.880001,34.540001,57.540001,36465.671875,22.288
2020-07-17,321.720001,61.16,105.889999,61.59,133.839996,36.689999,23.950001,72,106.830002,60.209999,35.02,57.41,36327.839844,22.48
2020-07-20,324.320007,60.630001,105.870003,60.970001,135.979996,36.080002,23.84,71.120003,109.559998,59.419998,34.689999,58.099998,36323.691406,22.58
2020-07-21,325.01001,61.16,105.800003,61.5,136.190002,38.259998,24.309999,72.059998,108.459999,59.689999,34.700001,57.82,36881.671875,22.319
2020-07-22,326.859985,61.869999,106.75,61.990002,137.360001,37.790001,24.309999,72.639999,109.330002,60.610001,35.119999,57.880001,37447.101563,22.256
2020-07-23,322.959991,61.68,106.269997,62.209999,135.300003,37.720001,24.33,72.419998,106.489998,60.68,34.939999,56.939999,37433.300781,22.314
2020-07-24,320.880005,61.470001,105.099998,62.130001,135.539993,37.509998,24.27,71.839996,105.199997,60.279999,34.799999,56.849998,37357.460938,22.363
2020-07-27,323.220001,62.360001,105.889999,62.439999,136.380005,37.549999,24.07,72.139999,106.860001,59.549999,35.209999,57.240002,37742.140625,22.013
2020-07-28,321.170013,60.990002,105.769997,62.669998,135.029999,36.91,24.01,71.639999,105.610001,60.450001,35.919998,56.650002,37771.210938,21.957
2020-07-29,325.119995,61.490002,106.879997,62.759998,136.399994,37.68,24.459999,72.730003,107.139999,60.73,36.599998,57.169998,37720.839844,22.003
2020-07-30,323.959991,60.299999,106.139999,62.759998,136.289993,36.200001,24.02,72,107.739998,60.73,36.299999,57.330002,37136.78125,22.183
2020-07-31,326.519989,60.360001,105.529999,62.700001,137,36.029999,24.030001,71.730003,110.43,60.830002,36.259998,58.130001,37019.679688,22.226
2020-08-03,328.790009,60.02,106.620003,62.529999,136.710007,36.16,24.1,72.029999,113.150002,60.169998,35.68,58.18,37546.71875,22.574
2020-08-04,330.059998,60.869999,106.150002,63.310001,137.809998,37.040001,24,72.209999,113.440002,60.830002,36.209999,58.549999,37466.949219,22.746
2020-08-05,332.109985,61.759998,106.639999,63.18,139.490005,37.43,24.33,73.589996,113.860001,60.049999,35.939999,58.459999,37901.960938,22.423
2020-08-06,334.329987,61.5,106.07,63.169998,140.169998,37.130001,24.32,73.870003,115.459999,60.400002,36.009998,60,37998.339844,22.359
2020-08-07,334.570007,61.709999,106.410004,63.509998,140.380005,37.18,24.84,75.129997,113.739998,61.490002,36.5,59.93,38005,22.483
2020-08-10,335.570007,62.310001,106.050003,63.84,142.059998,38.330002,25.02,76.980003,113.419998,61.470001,36.439999,59.73,38289.761719,22.493
2020-08-11,332.799988,62.200001,105.379997,63.400002,141.779999,38.200001,25.309999,77.389999,111.379997,60.139999,35.740002,58.84,38703.589844,22.338
2020-08-12,337.440002,62.57,107.150002,64.220001,143.660004,38.580002,25.24,77.639999,113.910004,61.009998,36.189999,59.540001,38634.101563,22.318
2020-08-13,336.829987,62.560001,107.010002,64.169998,143.600006,37.830002,25.08,77.230003,113.959999,60.91,35.77,59.84,38615.621094,22.28
2020-08-14,336.839996,62.630001,106.800003,64.160004,143.589996,38.189999,25.18,77.529999,113.879997,60.380001,35.860001,59.830002,38949.878906,22.019
2020-08-17,337.910004,62.91,107.43,64.519997,145.440002,37.970001,24.76,77.169998,114.639999,60.299999,36.18,59.900002,39285.851563,22.042
2020-08-18,338.640015,62.650002,107.400002,64.779999,146.339996,37.490002,24.6,76.75,115.07,60.029999,36.139999,60.439999,39087.351563,22.18
2020-08-19,337.230011,62.470001,107.050003,64.269997,145.649994,37.060001,24.59,76.550003,114.93,59.849998,35.400002,60.27,39021.921875,22.046
2020-08-20,338.279999,62.25,106.709999,64.139999,145.429993,36.259998,24.360001,76.139999,116.459999,59.32,35.779999,61.02,38707.238281,22.148
2020-08-21,339.480011,61.889999,106.82,64.300003,146.179993,36.029999,24.309999,76.449997,117.940002,59.419998,35.900002,60.75,38095.878906,22.042
2020-08-24,342.920013,62.98,106.330002,64.849998,148.399994,37.02,24.889999,77.830002,118.959999,59.939999,35.950001,61.490002,38029.621094,21.974
2020-08-25,344.119995,62.73,107.050003,64.709999,148.889999,36.5,24.959999,77.730003,119.559998,59.369999,36.060001,62.07,38249.898438,21.961
2020-08-26,347.570007,63.389999,106.919998,64.790001,150.360001,35.73,24.84,77.769997,121.989998,58.709999,35.810001,64.190002,37753.039063,21.945
2020-08-27,348.329987,63.220001,107.760002,65.190002,149.550003,35.799999,25.26,78.050003,122.089996,58.900002,36.290001,63.41,37647.191406,22.115
2020-08-28,350.579987,63.970001,108,65.769997,150.529999,36.439999,25.360001,78.790001,123.160004,59.07,36.57,63.560001,37794.25,21.87
2020-08-31,349.309998,62.990002,108.260002,65.580002,150.089996,35.650002,25.059999,77.809998,123.550003,59.25,36.25,63.259998,36840.730469,21.88
2020-09-01,352.600006,64.760002,107.290001,65.650002,151.660004,35.41,25.129999,78.599998,125.910004,58.57,36.189999,63.779999,37487.988281,21.751
2020-09-02,357.700012,66.230003,109.440002,66.839996,153.759995,35.240002,25.49,79.900002,127.029999,60.389999,37,65.139999,37053.769531,21.832
2020-09-03,345.390015,64.400002,106.459999,65.690002,148.880005,34.98,25.1,77.660004,119.790001,59.709999,36.380001,62.93,36429.660156,21.663
2020-09-04,342.570007,64.440002,105.699997,65.540001,147.160004,34.869999,25.290001,77.839996,118.120003,59.369999,36.25,61.779999,36448.5,21.595
2020-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36637.449219,NA
2020-09-08,333.209991,63.23,103.959999,64.160004,145.229996,33.599998,24.639999,76.379997,112.779999,59.040001,35.790001,60.150002,36071.429688,21.732
2020-09-09,339.790009,64.860001,105.800003,65.089996,147.970001,33.830002,24.889999,77.559998,116.459999,59.82,36.18,60.869999,36157.960938,21.52
2020-09-10,333.890015,64.25,104.18,64.290001,145.850006,32.59,24.540001,76.57,113.830002,58.790001,35.669998,59.970001,36180.738281,21.285
2020-09-11,334.059998,65.07,104.589996,64.650002,146.070007,32.619999,24.709999,77.610001,112.959999,58.93,35.549999,59.779999,36334.890625,21.327
2020-09-14,338.459991,66.010002,106.089996,65.07,147.619995,32.869999,25.049999,78.660004,115.330002,59.740002,36.419998,60.009998,36881.988281,21.123
2020-09-15,340.170013,66.330002,106.230003,64.980003,148.830002,32.630001,24.709999,78.709999,116.470001,60.139999,36.900002,61.080002,36729.148438,21.055
2020-09-16,338.820007,66.379997,106.050003,64.690002,148,33.939999,24.99,79.510002,114.669998,60.060001,37.139999,60.419998,NA,21.05
2020-09-17,335.839996,66.870003,105.699997,64.279999,145.919998,33.990002,24.73,79.669998,113.720001,59.57,36.32,59.310001,36130.921875,20.993
2020-09-18,330.649994,65.720001,105.540001,63.689999,143.889999,33.610001,24.68,78.779999,111.760002,58.52,35.599998,58.740002,36017.351563,20.949
2020-09-21,326.970001,63.209999,103.18,62.830002,141.509995,31.969999,23.93,75.870003,112.440002,57.66,34.439999,57.93,35517.769531,21.516
2020-09-22,330.299988,63.330002,102.959999,63.200001,144.5,31.639999,23.73,76.620003,114.220001,58.02,34.849998,59.049999,35853.578125,21.585
2020-09-23,322.640015,61.470001,101.900002,62.25,142.130005,30.209999,23.200001,75.25,110.660004,57.130001,33.849998,57.639999,35829.578125,22.116
2020-09-24,323.5,61.91,101.389999,62.709999,142.070007,30.200001,23.25,75.360001,111.279999,57.77,34.009998,57.75,36217.488281,22.28
2020-09-25,328.730011,62.459999,103.019997,63.040001,143.919998,30.18,23.49,76.489998,113.940002,58.720001,34.669998,58.52,36583.710938,22.451
2020-09-28,334.190002,63.470001,103.949997,63.75,146.929993,30.889999,24.049999,77.870003,116.120003,58.869999,35.27,59.299999,37231.5,22.507
2020-09-29,332.369995,63,103.82,63.330002,145.789993,30.040001,23.75,77.18,115.730003,58.849998,35.09,59.360001,37134.921875,22.466
2020-09-30,334.890015,63.639999,105.480003,64.099998,146.979996,29.950001,24.07,76.980003,116.699997,59.380001,35.27,59.400002,37458.691406,22.091
2020-10-01,337.040009,62.740002,105.120003,64.459999,148.899994,29.030001,24.110001,76.75,117.93,59.98,35.849998,60.25,36626.109375,21.976
2020-10-02,333.839996,63.299999,104.160004,64.099998,148.270004,29.309999,24.299999,77.610001,114.940002,60.689999,36.43,59.060001,36642.378906,21.72
2020-10-05,339.76001,64.510002,106.300003,64.529999,150.229996,30.190001,24.700001,78.860001,117.459999,61.450001,36.630001,60.029999,36740.328125,21.4301
2020-10-06,334.929993,63.700001,104.889999,64.110001,147.449997,29.74,24.450001,77.900002,115.639999,61.970001,36.32,58.77,36947.871094,21.521
2020-10-07,340.76001,65.339996,106.870003,64.800003,150.820007,30.16,24.860001,79.620003,117.760002,62.349998,36.419998,59.200001,37418.789063,21.533
2020-10-08,343.779999,66,107.389999,65.230003,151.809998,31.290001,25.200001,80.410004,118.370003,63.490002,37.029999,59.970001,38404.050781,21.416
2020-10-09,346.850006,66.510002,108.360001,65.739998,153.389999,30.790001,25.23,80.709999,120.18,63.48,36.93,60.330002,38478.578125,21.153
2020-10-12,352.429993,66.400002,109.099998,66.5,155.429993,30.870001,25.51,81.169998,123.459999,63.880001,37.119999,61.919998,38342.089844,NA
2020-10-13,350.130005,65.809998,108.269997,66.449997,155.399994,30.389999,25.02,80.269997,122.669998,63.439999,36.490002,61.98,38131.78125,21.392
2020-10-14,347.929993,66,107.639999,66.110001,153.679993,30.52,24.780001,80.720001,122.019997,63.360001,36.07,61.240002,38025.71875,21.346
2020-10-15,347.5,65.809998,106.860001,66.150002,154.25,30.889999,24.969999,81.010002,121.470001,63.32,36.240002,60.77,38059.230469,21.394
2020-10-16,347.290009,66.269997,107.919998,66.169998,152.850006,30.190001,24.99,81.599998,121.120003,64,36.110001,60.779999,37876.488281,21.174
2020-10-19,342.01001,65.5,106.209999,65.309998,150.970001,29.549999,24.610001,80.589996,118.900002,63.459999,35.540001,59.689999,37685.738281,21.1369
